National Administrator	Account Type	Account Holder Name	Installation ID	Company Registration No	Account Status	Type	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Installation ID	Installation Name	Permit ID	Permit Entry Date	Permit Expiry/Revocation Date	Subsidiary Company	Parent Company	E-PRTR identification	Main Address Line	Secondary Address Line	Postal Code	City	Country	Latitude	Longitude	Main Activity	Name	Main Address Line	Secondary Address Line	Postal Code	City	Country	Allowance_Allocation_2005	Verified_Emission_2005	Allowance_Allocation_2006	Verified_Emission_2006	Allowance_Allocation_2007	Verified_Emission_2007	Allowance_Allocation_2008	Verified_Emission_2008	Allowance_Allocation_2009	Verified_Emission_2009	Allowance_Allocation_2010	Verified_Emission_2010	Allowance_Allocation_2011	Verified_Emission_2011	Allowance_Allocation_2012	Verified_Emission_2012	Allowance_Allocation_2013	Verified_Emission_2013	Allowance_Allocation_2014	Verified_Emission_2014	Allowance_Allocation_2015	Verified_Emission_2015	Allowance_Allocation_2016	Verified_Emission_2016	Allowance_Allocation_2017	Verified_Emission_2017	Allowance_Allocation_2018	Verified_Emission_2018	Allowance_Allocation_2019	Verified_Emission_2019	Allowance_Allocation_2020	Verified_Emission_2020	
Bulgaria	100-Holding Account	OGNYANOVO K AD  ,ZNHV Puklina 	54	112 030 625	open	Account holder	OGNYANOVO K AD  ,ZNHV Puklina	str.Dante,en.B		1000	Sofia	Bulgaria	54	ZNHV  PUKLINA	BG-P95	2008-11-30					Dragoman		4400	Golemo Malovo	BG			30-Production of lime, or calcination of dolomite/magnesite	Dimitar Michev	str.Balcha,bt.5		1408	Sofia	BG						62455	55256	55256	63662	77000	54864	74891	54865	76150	86395	85812	5993236902*****	128319	5889136260*****	131706	5783735618*****	134342	5677334976*****		5569834334*****		5461233692*****		5351233049*****		5240832407*****		
Bulgaria	100-Holding Account	KRONOSPAN BULGARIA EOOD 	55	102063228	open	Account holder	KRONOSPAN BULGARIA EOOD	Severozapadna promichlena zona		8000	Burgas	Bulgaria	55	KRONOSPAN BULGARIA EOOD - Veliko Tarn	BG-P36	2008-11-30					q.Cholakovtzi		5000	Veliko Tarnovo	BG			20-Combustion of fuels	Asen Nikov	Severozapadna promichlena zona		8000	Burgas	BG						3596	6158	6158	6277	1772	5410	5655	5410	5494	5640	6120	7209	4575	7084	4397	6957	4572	6829		6700		6569		6437		6304		
Bulgaria	100-Holding Account	Vulkan Cement AD 	56	836145646	closed	Account holder	Vulkan Cement AD	Promichlena zona ,q.Vulkan		6405	Dimitrovgrad	Bulgaria	56	Vulkan Cement	BG-P32	2008-11-30	2013-04-08				Promichlena zona ,q.Vulkan		6405	Dimitrovgrad	BG			6-Installations for the production of cement clinker in rotary kilns or lime in rotary kilns or in other furnaces												342115	359587	359587	366537	268183	315884	180306	315887	179853	329350	20098																	
Bulgaria	100-Holding Account	Devnya Cement 	57	813109833	open	Account holder	Devnya Cement	Promichlena zona		9160	Devnia	Bulgaria	57	Devnya Cement	BG-P68	2008-11-30					Promichlena zona		9160	Devnia	BG			29-Production of cement clinker												1730322	1519390	1519390	1763766	658270	1520026	498045	1520040	431397	1584823	821637	1068997	835107	1050430	770448	1031644	785655	1012662		993476		974103		954489		934806		
Bulgaria	100-Holding Account	VTIG Ltd. 	58	104036678	open	Account holder	VTIG Ltd.	str.Nikola Gabrovski 31B		5000	Veliko Tarnovo	Bulgaria	58	Keramichen Zavod Dermantsy	BG-P41	2008-11-30					Lovech		5780	Dermantsy	BG			32-Manufacture of ceramics	Ivailo Ilievsky	str.Nikola Gabrovski ,31B		5000	Veliko Tarnovo	BG						11337	981	981	11556	513	9959	576	9959	157	10384	216	553	0	544	0	534	0	524		514		504		494		484		
Bulgaria	100-Holding Account	DRUJBA STAKLARSKI ZAVODI AD 	59	825269233	open	Account holder	DRUJBA STAKLARSKI ZAVODI AD	str. Prof. Ivan Georgov 1		1220	Sofia	Bulgaria	59	DRUJBA STAKLARSKI ZAVODI-PLOVDIV	BG-P24	2008-11-30					str. Georgi Benev 15		4003	Plovdiv	BG			31-Manufacture of glass												103455	113366	113366	115557	90105	99588	79847	99589	117180	103833	120810	81890	116537	80467	117884	79028	116116	77574		76105		74621		73117		71610		
Bulgaria	100-Holding Account	Drujba staklarski zavodi AD 	60	825269233	open	Account holder	Drujba staklarski zavodi AD	str.Professor Ivan Gergov 1		1220	Sofia	Bulgaria	60	Drujba staklarski zavodi -Sofia	BG-P74	2008-11-30					str.Professor Ivan Georgov 1		1220	Sofia	BG			31-Manufacture of glass												42031	41821	41821	42843	37120	36923	40462	36923	39740	38497	38942	31156	30960	30615	38080	30067	39367	29514		28955		28390		27819		27245		
Bulgaria	100-Holding Account	Ideal Standard - Vidima AD 	61	107021444	open	Account holder	Ideal Standard - Vidima AD	str.Bial briag,1		5400	Sevlievo	Bulgaria	61	Ideal Standard Bulgaria	BG-P77	2008-11-30					str.Bial briag,1		5400	Sevlievo	BG			32-Manufacture of ceramics												26700	25299	25299	25466	17938	21947	22130	21947	23012	22882	22330	24444	21338	24019	20502	23589	20851	23155		22717		22274		21825		21376		
Bulgaria	100-Holding Account	CASTING FORGING MASHINERY COMPLEX LTD 	62	203444749	open	Account holder	CASTING FORGING MASHINERY COMPLEX LTD	Industrialna zona		2400	Radomir	Bulgaria	62	RADOMIR METAL INDUSTRIES	BG-P43	2008-11-30					Industrialna zona		2400	Radomir	BG			24-Production of pig iron or steel	Ludmil Aleksandrov	Industrialna zona		2400	Radomir	BG						29575	25366	25366	30147	10737	25981	7901	25981	12734	27088	8511	14199	5692	7845	5582	7705	11885	13450		13195		12938		12677		12416		
Bulgaria	100-Holding Account	Stomana Industry AD 	63	113509219	open	Account holder	Stomana Industry AD	str.Vladaisko vastanie,1		2304	Pernik	Bulgaria	63	Stomana Industry	BG-P45	2008-11-30					str.Vladaisko vastanie,1		2304	Pernik	BG			24-Production of pig iron or steel	Ivan Dimitrov	str.Vladaisko vastanie,1		2304	Pernik	BG						137297	173949	173949	234902	136713	202440	141504	202442	171263	211070	134611	129710	92737	127457	115562	125178	115955	122875		120546		118195		115816		113428		
Bulgaria	100-Holding Account	Insa Oil LLC 	64	115624227	open	Account holder	Insa Oil LLC	str.Mihail Dobromirov ,118		4150	Rakovski	Bulgaria	64	Insa Oil LLC	BG-P129	2008-11-30					Rakovski,Plovdiv		4150	Belozen	BG			21-Refining of mineral oil	Aneta Nenchova	str.Moskva ,26		4150	Rakovski	BG						4872	5646	5646	5755	1449	4960	3206	23406	7929	24404	7360	17786	6423	17477	8000	17165	6708	16849		16530		16207		15881		15554		
Bulgaria	100-Holding Account	VMV Metal EOOD 	65	200369889	open	Account holder	VMV Metal EOOD	Industrialen put ,3B-4B		2050	Ihtiman	Bulgaria	65	VMV Metal EOOD	BG-P134	2008-11-30					Industrialen put ,3B-4B		2050	Ihtiman	BG			24-Production of pig iron or steel	Vladimir Popov	Industrialen put ,3B-4B		2050	Ihtiman	BG						3929	4415	4415	4500	1228	3878	891	3878	633	4044	778	706	1129	694	1215	682	461	669		656		644		631		618		
Bulgaria	100-Holding Account	SMA Mineral Varodobiv EOOD-Shumen 	66	837066746	closed	Account holder	SMA Mineral Varodobiv EOOD-Shumen	str.Tzar Osvoboditel,97		9700	Chumen	Bulgaria	66	SMA Mineral Varodobiv EOOD-Shumen	BG-P71	2008-11-30	2012-03-30				Chumen		9864	Troiza	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	Radoslav Ivanov	str.Tzar Osvoboditel,97		9700	Chumen	BG						16182	13540	13540	16495	6671	14215	290	14215	0	0																		
Bulgaria	100-Holding Account	Calcit J.S.C 	67	115005545	open	Account holder	Calcit J.S.C	Promichlena zona -Sever		4230	Asenovgrad	Bulgaria	67	Calcit	BG-P25	2008-11-30					Promichlena zona -Sever		4230	Asenovgrad	BG			30-Production of lime, or calcination of dolomite/magnesite	Ivan Krastev	str.Gonda voda ,6		4230	Asenovgrad	BG						106343	112372	112372	114544	93167	98715	100371	98716	100075	102923	73314	89606	50013	88019	43806	44900	72825	84795		83161		81511		79843		78168		
Bulgaria	100-Holding Account	Zaharen kombinat Plovdiv AD 	68	115081888	open	Account holder	Zaharen kombinat Plovdiv AD	bul.Bulgaria ,117		4003	Plovdiv	Bulgaria	68	Zaharen kombinat Plovdiv AD	BG-P131	2008-11-30					bul.Bulgaria ,117		4003	Plovdiv	BG			20-Combustion of fuels	Petyo Stoykov	Samokov,16,et.4,ap.16		1113	Sofia	BG						12636	10150	10150	12880	5541	11100	6761	11100	3746	11573	812	0	4764	4837	5265	4751	545	0		0		0		0		0		
Bulgaria	100-Holding Account	Mayr-Melnhof Nikopol AD 	69	114037223	closed	Account holder	Mayr-Melnhof Nikopol AD	Industrialna zona		5940	Nikopol	Bulgaria	69	Mayr-Melnhof Nikopol	BG-P34	2008-11-30	2012-02-27				Industrialna zona		5940	Nikopol	BG			9-Industrial plants for the production of (a) pulp from timber or other fibrous materials (b) paper and board	Todor Todorov	ul. Radetzki 43, ap. 4		5800	Pleven	BG						22018	12861	12861	0	Not Reported	0	0	0	0	0																		
Bulgaria	100-Holding Account	Mondi Stambolijski EAD 	70	130839571	open	Account holder	Mondi Stambolijski EAD	str.Zavodska,1		4210	Stamboliiski	Bulgaria	70	Mondi Stambolijski EAD	BG-P115	2008-11-30					str.Zavodska,1		4210	Stamboliiski	BG			36-Production of paper or cardboard												96933	66835	66835	98807	30662	85152	27362	85153	21438	88782	20492	51891	25741	50990	32505	50078	17596	49156		48225		47285		46333		45377		
Bulgaria	100-Holding Account	VEOLIA ENERDGY VARNA EAD 	71	103195446	open	Account holder	VEOLIA ENERDGY VARNA EAD	str.Yanoch Huniadi ,5		9020	Varna	Bulgaria	71	VEOLIA ENERDGY VARNA EAD	BG-P60	2008-11-30					str.Yanoch Huniadi ,5		9020	Varna	BG			20-Combustion of fuels	Jordan Grozev											27487	27386	27386	47854	31040	45518	35885	45519	37732	47459	38949	188287265****	37254	168506228****	40361	149275190****	36128	13064		11262		9517		7828		6201		
Bulgaria	100-Holding Account	SHAMOT AD 	72	832084352	closed	Account holder	SHAMOT AD	str.Stara planina ,1		2109	Elin Pelin	Bulgaria	72	Shmot  AD	BG-P66	2008-11-30	2012-04-27				str.Stara planina ,1		2109	Elin Pelin	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	Dontcho Ivanov	str.Stara planina ,1		2109	Elin Pelin	BG						3151	1289	1289	3212	1076	2768	1048	2768	1080	0	Not Reported																	
Bulgaria	100-Holding Account	ALCOMET AD 	73	837066358	open	Account holder	ALCOMET AD	Vtora industrialna zona		9700	Chumen	Bulgaria	73	ALCOMET AD	BG-P139	2008-11-30					Vtora industrialna zona		9700	Chumen	BG			28-Production or processing of non-ferrous metals												15644	15644	15644	15946	14152	13743	15656	13743	16160	14329	16722	15480	18827	152121971*****	21445	149403033*****	22688	146652978*****		143872923*****		141072869*****		138232814*****		135382759*****		
Bulgaria	100-Holding Account	STROIKERAMIKA  S.A. 	74	816089631	closed	Account holder	STROIKERAMIKA  S.A.	str.Luben Karavelov,38		3100	Mezdra	Bulgaria	74	STROIKERAMIKA  S.A.  WORKSHOP VRATZA	BG-P30	2008-11-30	2012-04-27				str.Luben Karavelov,38		3100	Mezdra	BG			8-Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain	VASIL STRAKOV	str.Luben Karavelov,38		3100	Mezdra	BG						2400	0	0	2446	0	2108	0	2108	0	0																		
Bulgaria	100-Holding Account	STROIKERAMIKA S.A. 	75	816089631	open	Account holder	STROIKERAMIKA S.A.	str.Luben Karavelov,38		3100	Mezdra	Bulgaria	75	STROIKERAMIKA S.A.-Mezdra	BG-P29	2008-11-30					Industrialna zona		3000	Vratza	BG			32-Manufacture of ceramics	VASIL STRAKOV	str.Luben Karavelov,38		3100	Mezdra	BG						7180	5015	5015	7319	2017	6307	1901	6307	2495	6576	2695	2788	3103	3935	1856	1933	1581	1897		1861		1825		1788		1752		
Bulgaria	100-Holding Account	Zagorka AD 	76	123025273	open	Account holder	Zagorka AD	str.Han Asparuh ,41		6000	Stara Zagora	Bulgaria	76	Zagorka AD	BG-P75	2008-11-30					str.Han Asparuh ,41		6000	Stara Zagora	BG			20-Combustion of fuels	Mihail Yankov	str.Han Asparuh		6000	Stara Zagora	BG						9206	8788	8788	9384	7864	8087	7763	8087	7581	8432	6331	5520	5036	4940	4704	4375	5138	3828		3298		2785		2288		1810		
Bulgaria	100-Holding Account	Toplofikacia Sofia AD 	77	831609046	open	Account holder	Toplofikacia Sofia AD	str.Iastrebetz,23b		1680	Sofia	Bulgaria	77	Toplofikacia Sofia  AD - VOC Suha reka	BG-P104	2008-11-30					str.549,32		1517	Sofia	BG			20-Combustion of fuels	Stoyan Tsvetanov	str.'Todor kableshkov' 24, ap. 30		1618	Sofia	BG						12047	9096	9096	14447	7685	12450	7688	12451	8225	12981	7475	9451	6281	7669	6745	6092	8149	4718		3907		3299		2710		2144		
Bulgaria	100-Holding Account	Toplofikacia Sofia AD 	78	831609046	open	Account holder	Toplofikacia Sofia AD	str.Iastrebetz,23b		1000	Sofia	Bulgaria	78	Toplofikacia SofiavAD - VOC Hadgi Dimitar	BG-P103	2008-11-30					str.Vassil Kanchev,32		1510	Sofia	BG			20-Combustion of fuels												25624	18555	18555	30729	16147	26482	15621	26482	16984	27611	15518	20200	13087	16349	12601	12949	13882	9992		8282		6993		5747		4546		
Bulgaria	100-Holding Account	Toplofikacia Sofia AD 	79	831609046	open	Account holder	Toplofikacia Sofia AD	str.Iastrebetz,23b		1680	Sofia	Bulgaria	79	Toplofikacia Sofia  AD - VOC Levski G	BG-P105	2008-11-30					q.Levski-G		1836	Sofia	BG			20-Combustion of fuels												11669	8790	8790	13994	7425	12060	7237	12060	7605	12574	6722	9469	5731	7648	5788	6042	6543	4647		3827		3232		2655		2101		
Bulgaria	100-Holding Account	Toplofikacia Sofia AD 	80	831609046	open	Account holder	Toplofikacia Sofia AD	str.Iastrebetz,23b		1680	Sofia	Bulgaria	80	Toplofikacia SofiaAD - VOCOvcha kupel 1	BG-P106	2008-11-30					q.Ovcha Kupel,1		1618	Sofia	BG			20-Combustion of fuels												10129	12964	12964	15547	13390	13398	12087	13398	12108	13969	11231	11184	10457	10008	10760	8865	9604	7756		6682		5642		4635		3668		
Bulgaria	100-Holding Account	Toplofikacia Sofia AD 	81	831609046	open	Account holder	Toplofikacia Sofia AD	str.Iastrebetz,23b		1680	Sofia	Bulgaria	81	Toplofikacia Sofia AD - VOC Ovcha kupel 2	BG-P107	2008-11-30					q.Ovcha kupel ,2		1632	Sofia	BG			20-Combustion of fuels												20755	14362	14362	24890	13468	21450	13986	21450	14491	22364	13394	13822	12510	12370	10994	10956	12138	9587		8258		6973		5730		4532		
Bulgaria	100-Holding Account	Toplofikacia Sofia AD 	82	831609046	open	Account holder	Toplofikacia Sofia AD	str.Iastrebetz,23b		1680	Sofia	Bulgaria	82	Toplofikacia Sofia AD-TEC Sofi? iztok	BG-P108	2008-11-30					str.Dimitar Pechev,6		1528	Sofia	BG			20-Combustion of fuels												633530	588850	588850	759735	623387	654745	622406	654751	647429	682656	613968	363582117758****	576336	32537187471****	553755	28824484113****	570905	252293		217470		183776		151171		119736		
Bulgaria	100-Holding Account	Toplofikacia Sofia AD 	83	831609046	open	Account holder	Toplofikacia Sofia AD	str.Iastrebetz,23b		1680	Sofia	Bulgaria	83	Toplofikacia Sofia AD-TEC Sofia	BG-P109	2008-11-30					str.202,6		1680	Sofia	BG			20-Combustion of fuels												453017	408349	408349	543262	437740	468187	426358	468192	463695	488146	466526	254849	490702	22806553950****	428736	20204144958****	338914	176841		152433		128816		105962		83928		
Bulgaria	100-Holding Account	Toplofikacia Sofia AD 	84	831609046	open	Account holder	Toplofikacia Sofia AD	str.Iastrebetz,23b		1680	Sofia	Bulgaria	84	Toplofikacia Sofia-OC Lulin	BG-P110	2008-11-30					Gara Voluyak		1346	Sofia	BG			20-Combustion of fuels												127147	119174	119174	152476	115518	131405	97158	131406	96592	137006	83285	107894	65541	96557	76153	85524	95574	74829		64461		54430		44724		35381		
Bulgaria	100-Holding Account	Toplofikacia Sofia AD 	85	831609046	open	Account holder	Toplofikacia Sofia AD	str.Iastrebetz,23b		1680	Sofia	Bulgaria	85	Toplofikacia Sofia AD-OC Zemliane	BG-P111	2008-11-30					str.Kostenetz,5		1612	Sofia	BG			20-Combustion of fuels												167257	170821	170821	204850	182010	176541	179386	176543	169558	184067	165935	157394	127047	140857	131465	124762	164933	109159		94036		79402		65243		51614		
Bulgaria	100-Holding Account	Bulgartransgaz EAD-KS Petrich 	86	175203478	open	Account holder	Bulgartransgaz EAD-KS Petrich	str.PanchoVladigerov,66		1336	Sofia	Bulgaria	86	Compressor station Petrich	BG-P79	2008-11-30					Petrich		2863	Rupite	BG			20-Combustion of fuels												39885	31385	31385	40656	26587	35038	26689	35038	37908	36531	30558	30933	28472	27682	13067	12307	14665	10768		9276		7833		6436		5091		
Bulgaria	100-Holding Account	Bulgartransgaz EAD 	87	175203478	open	Account holder	Bulgartransgaz EAD	str.Pancho Vladigerov,66		1336	Sofia	Bulgaria	87	Compressor station Strandja	BG-P80	2008-11-30					Yambol		8721	Gorska poliana	BG			20-Combustion of fuels												74339	70367	70367	75776	49744	65304	57379	65305	71178	68088	62966	56840	70092	50867	58444	45055	56608	39421		33959		28674		23562		18639		
Bulgaria	100-Holding Account	Bulgartransgaz EAD 	88	175203478	open	Account holder	Bulgartransgaz EAD	str.Pancho Vladigerov,66		1336	Sofia	Bulgaria	88	Compressor station Kardam 1	BG-P81	2008-11-30					Dobrich		9530	Yovkovo	BG			20-Combustion of fuels												4487	5388	5388	5492	3249	4733	2655	4733	18	4935	631	978	23	0	40	0	89	0		0		0		0		0		
Bulgaria	100-Holding Account	Bulgartransgaz EAD 	89	175203478	open	Account holder	Bulgartransgaz EAD	str.Pancho Vladigerov.66		1336	Sofia	Bulgaria	89	Compressor station Lozenets	BG-P82	2008-11-30					Yambol		8688	Lozenec	BG			20-Combustion of fuels												109608	91471	91471	111727	52524	96287	30596	96288	72781	100391	101668	73021	96513	65349	101301	57883	74339	50644		43627		36839		30269		23946		
Bulgaria	100-Holding Account	Bulgartransgaz EAD 	90	175203478	open	Account holder	Bulgartransgaz EAD	str.Pancho Vladigerov,66		1336	Sofia	Bulgaria	90	Compressor station Chiren	BG-P85	2008-11-30					Vratza		3050	Chiren	BG			20-Combustion of fuels												8094	7003	7003	8250	6656	7110	3698	7110	7682	7413	4822	6124	6596	5482	6462	4855	5814	4248		3660		3090		2540		2009		
Bulgaria	100-Holding Account	Bulgartransgaz EAD 	91	175203478	open	Account holder	Bulgartransgaz EAD	str.Pancho Vladigerov,66		1336	Sofia	Bulgaria	91	Compressor station Ihtiman	BG-P86	2008-11-30					Ihtiman,Sofia		2069	Stambolovo	BG			20-Combustion of fuels												29156	29696	29696	30270	10013	26087	25744	26087	27833	27199	23794	20886	33371	18692	18155	16556	20830	14485		12480		10537		8658		6849		
Bulgaria	100-Holding Account	Bulgartransgaz EAD 	92	175203478	open	Account holder	Bulgartransgaz EAD	str.Pancho Vladigerov,66		1336	Sofia	Bulgaria	92	Compressor station Kardam 2	BG-P87	2008-11-30					Yovkovo		9530	Kardam	BG			20-Combustion of fuels												106682	78940	78940	108744	34709	93716	28491	93717	58968	97711	64791	78129	62274	69919	60532	61931	45754	27126		23368		19731		16213		12826		
Bulgaria	100-Holding Account	Bulgartransgaz EAD 	93	175203478	open	Account holder	Bulgartransgaz EAD	str.Pancho Vladigerov,66		1336	Sofia	Bulgaria	93	Compressor station Provadia	BG-P88	2008-11-30					Provadia		9200	Provadia	BG			20-Combustion of fuels												104354	105082	105082	107113	36531	92311	65195	92312	88387	96246	69985	74552	90176	66720	86180	59096	67266	51705		44542		37610		30903		24448		
Bulgaria	100-Holding Account	KALIAKRA AD 	94	124031877	closed	Account holder	KALIAKRA AD	str.25 Septemvri,67		9300	Dobrich	Bulgaria	94	KALIAKRA AD	BG-P8	2008-11-30	2011-10-07				str.25 Septemvri,67		9300	Dobrich	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC												333	36	36	339	17	293	0	293	0	0																		
Bulgaria	100-Holding Account	TEC Varna EAD 	95	103551629	open	Account holder	TEC Varna EAD	Beloslav, Varna		9168	Ezerovo	Bulgaria	95	TEC Varna EAD	BG-P76	2008-11-30					Beloslav, Varna		9168	Ezerovo	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC												3822473	3714732	3714732	3896354	2337447	3357905	2930299	3357936	3110725	3501050	1580509	0	592711	0	967645	0	0											
Bulgaria	100-Holding Account	Novo Staklo EAD 	96	127585320	open	Account holder	Novo Staklo EAD	str.Tzar Osvoboditel,36		9900	Novi Pazar	Bulgaria	96	Novo Staklo EAD	BG-P53	2008-11-30					str.Tzar Osvoboditel,36		9900	Novi Pazar	BG			31-Manufacture of glass												21740	24236	24236	24704	22273	21290	23170	21291	24235	22198	22285	21924	23104	21543	23200	21159	23620	20769		20375		19977		19576		19172		
Bulgaria	100-Holding Account	KCM SA Plovdiv 	97	115007471	open	Account holder	KCM SA Plovdiv	str.Asenovgradsko chosse		4000	Plovdiv	Bulgaria	97	KCM SA Plovdiv	BG-P112	2008-11-30					str.Asenovgradsko chosse		4009	Plovdiv	BG			28-Production or processing of non-ferrous metals	Plamen Semerdzhiev	q.Trakia,203,en.A		4023	Plovdiv	BG						4384	2849	2849	4469	4194	3851	3323	3851	4475	4015	3893	247596	236994	243296	248272	238944	225268	234548		230104		225617		221075		216516		
Bulgaria	100-Holding Account	Keramik - GT JSC 	98	124008768	open	Account holder	Keramik - GT JSC	str.Opalchenska,37		9500	General Tochevo	Bulgaria	98	Keramik - GT JSC	BG-P122	2008-11-30					str.Opalchenska,37		9500	General Tochevo	BG			32-Manufacture of ceramics	Veselin Gospodinov	str.Sofronii Vrachanski,11		9500	General Tochevo	BG						14612	14577	14577	14894	3138	12836	113	12836	1854	13383	1545	1096	0	0	0	0	0	0		0		0		0		0		
Bulgaria	100-Holding Account	DS SMITH BULGARIA S.A. 	99	822150829	open	Account holder	DS SMITH BULGARIA S.A.	q.Glavinitza		4400	Pazardjik	Bulgaria	99	DUROPACK - TRAKIA PAPIR	BG-P10	2008-11-30					q.Glavinitza		4400	Pazrdjik	BG			36-Production of paper or cardboard	ATANAS KALUDOV	q.Glavinitza		4400	Pazrdjik	BG						27152	24189	24189	38871	26004	62442	27445	62442	30369	65104	31092	21949	30395	21567	30617	211823676*****	32221	207926157*****		203986044*****		200005931*****		195975818*****		191935705*****		
Bulgaria	100-Holding Account	ET Mitko Jekov -D 	100	836057356	open	Account holder	ET Mitko Jekov -D	Nova Nadejda		6300	Haskovo	Bulgaria	100	ET Mitko Jekov -D	BG-P127	2008-11-30					Nova Nadejda		6300	Haskovo	BG			32-Manufacture of ceramics												1887	1349	1349	1923	2078	1658	1136	1658	503	1728	1696	1830	1730	1799	290	276	0	0		0		0		0		0		
Bulgaria	100-Holding Account	Yambolen  AD 	101	8381169382	open	Account holder	Yambolen  AD	str.Yambolen,35		8600	Yambol	Bulgaria	101	Yambolen AD	BG-P120	2008-11-30					str.Yambolen,35		8600	Yambol	BG			20-Combustion of fuels	Stanka Yordanova	str.Yambolen,35		8600	Yambol	BG						899	28	28	916	12	790	9	790	10	823	8		Not Reported		Not Reported		Not Reported											
Bulgaria	100-Holding Account	PROGRESS JSC 	102	833067103	open	Account holder	PROGRESS JSC	Industrialna zona		6000	Stara Zagora	Bulgaria	102	PROGRESS JSC	BG-P44	2008-11-30					Industrialna zona		6000	Stara Zagora	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	Slavin Yanakiev	str.Hristo Smirnenski,103		6000	Stara Zagora	BG						2057	1354	1354	2097	590	1807	1350	1807	1766	1884	1018	426	1306	419	1233	411	1613	404		396		388		380		373		
Bulgaria	100-Holding Account	Toplofikacia - Kazanlak Ltd. 	103	123014420	closed	Account holder	Toplofikacia - Kazanlak Ltd.	str.Tzar Osvoboditel,42		6100	Kazanlak	Bulgaria	103	Toplofikacia - Kazanlak	BG-P13	2008-11-30	2014-05-19				str.Tzar Osvoboditel,42		6100	Kazanlak	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC												1024	4719	4719	8917	8359	7685	2247	7685	3584	8013	Not Reported		Not Reported		Not Reported													
Bulgaria	100-Holding Account	Hraninvest - Hranmashcomplect AD 	104	833066866	closed	Account holder	Hraninvest - Hranmashcomplect AD	bul.Patriarh Evtimii,23		6000	Stara Zagora	Bulgaria	104	Hraninvest - Hranmashcomplect AD	BG-P70	2008-11-30	2012-05-09				bul.Patriarh Evtimii,23		6000	Stara Zagora	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	VASIL VASILEV	str.Hrishtian Voivoda		6000	Stara Zagora	BG						553		0		Not Reported		Not Reported	0	Not Reported																			
Bulgaria	100-Holding Account	Han Omurtag  AD 	105	837066828	open	Account holder	Han Omurtag  AD	Varnensko chosse		9700	Chumen	Bulgaria	105	Han Omurtag AD	BG-P21	2008-11-30					Varnensko chosse		9700	Chumen	BG			32-Manufacture of ceramics												19040	17954	17954	19408	15198	16726	16060	24606	23241	29779	22450	170897064*****	26240	1679211455*****	29468	1649212808*****	29486	1618812578*****		1588212346*****		1557212116*****		1525811884*****		1494411654*****		
Bulgaria	100-Holding Account	Han Asparuh AD 	106	826009605	open	Account holder	Han Asparuh AD	str.Ahinora,1		4700	Isperih	Bulgaria	106	Han Asparuh AD	BG-P57	2008-11-30					str.Ahinora,1		4700	Isperih	BG			32-Manufacture of ceramics												45978	43656	43656	46867	34788	40390	34810	40390	39061	47983	37683	44219	38757	43450	36797	42674	38509	41888		41095		40293		39481		38668		
Bulgaria	100-Holding Account	KOSTENETS PAPER MILL EAD 	107	203740164	open	Account holder	KOSTENETS PAPER MILL EAD	str.Saedinenie,2		2030	Kostenetz	Bulgaria	107	KOSTENETS PAPER MILL	BG-P117	2008-11-30					str.Saedinenie,2		2030	Kostenets	BG			36-Production of paper or cardboard	Mariya Konareva-Vaklina	ul. 'Sv. Georgi Pobedonosec' 10		2042	Kostenets	BG						15324	12198	12198	38260	9088	74003	9465	74004	14870	77158	21267	8928	24831	8773	19185	8616	18742	8456		8297		8134		7971		7807		
Bulgaria	100-Holding Account	Lesoplast AD 	108	820194517	closed	Account holder	Lesoplast AD	str.Angel Balevski,2,q.		5600	Troyan	Bulgaria	108	Lesoplast AD	BG-P65	2008-11-30	2013-07-31				str.Angel Balevski,2,q.		5600	Troyan	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	Stanislav Krastevski	str.Vassil Levski,59		5600	Troyan	BG						7277	5600	5600	7418	0	6393	0	6393	0	6665	0																	
Bulgaria	100-Holding Account	Badestnost  JSCo 	109	833067014	closed	Account holder	Badestnost  JSCo	q.Industrialen		6200	Chirpan	Bulgaria	109	Badestnost  JSCo	BG-P1	2008-11-30	2013-08-01				q.Industrialen		6200	Chirpan	BG			99-Other activity opted-in pursuant to Article 24 of Directive 2003/87/EC	LIDIYA POPOVA	q.Mladost,bt.1,en.A,ap.17		6200	Chirpan	BG						2711	726	726	2763	1232	2382	350	2382	202	2483	0																	
